VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,CombinedTotalDoses,CombinedTotalDosesCumulative,FullyVaccinated,FullyVaccinatedCumulative
2/2/21 15:00,age20to29,676,47691,1604,14382,,0,,62073,,14382
2/2/21 15:00,age30to39,1006,72935,2403,23179,,0,,96114,,23179
2/2/21 15:00,age40to49,1144,73837,2391,22240,,0,,96077,,22240
2/2/21 15:00,age50to59,1352,80820,2700,24504,,0,,105324,,24504
2/2/21 15:00,age60to69,2529,75610,2087,18331,,0,,93941,,18331
2/2/21 15:00,age70to79,3631,86825,1119,6972,,0,,93797,,6972
2/2/21 15:00,age80plus,2198,68901,1116,7254,,0,,76155,,7254
2/3/21 15:00,age10to19,108,2784,124,654,,0,,3438,,654
2/3/21 15:00,age20to29,1078,48769,2219,16601,,0,,65370,,16601
2/3/21 15:00,age30to39,1690,74625,3586,26765,,0,,101390,,26765
2/3/21 15:00,age40to49,1798,75635,3551,25791,,0,,101426,,25791
2/3/21 15:00,age50to59,2092,82912,3843,28347,,0,,111259,,28347
2/3/21 15:00,age60to69,3467,79077,2920,21251,,0,,100328,,21251
2/3/21 15:00,age70to79,5112,91937,1167,8139,,0,,100076,,8139
2/3/21 15:00,age80plus,3195,72096,488,7742,,0,,79838,,7742
2/4/21 15:00,age10to19,60,2844,86,740,,0,,3584,,740
2/4/21 15:00,age20to29,1114,49883,1828,18429,,0,,68312,,18429
2/4/21 15:00,age30to39,1916,76541,2942,29707,,0,,106248,,29707
2/4/21 15:00,age40to49,2007,77642,2990,28781,,0,,106423,,28781
2/4/21 15:00,age50to59,2591,85503,3291,31638,,0,,117141,,31638
2/4/21 15:00,age60to69,4613,83690,2586,23837,,0,,107527,,23837
2/4/21 15:00,age70to79,6215,98152,1173,9312,,0,,107464,,9312
2/4/21 15:00,age80plus,3809,75905,597,8339,,0,,84244,,8339
2/5/21 15:00,age10to19,74,2918,132,872,,0,,3790,,872
2/5/21 15:00,age20to29,1219,51102,2229,20658,,0,,71760,,20658
2/5/21 15:00,age30to39,1913,78454,3120,32827,,0,,111281,,32827
2/5/21 15:00,age40to49,1962,79604,2963,31744,,0,,111348,,31744
2/5/21 15:00,age50to59,2379,87882,3518,35156,,0,,123038,,35156
2/5/21 15:00,age60to69,4128,87818,2571,26408,,0,,114226,,26408
2/5/21 15:00,age70to79,5129,103281,1389,10701,,0,,113982,,10701
2/5/21 15:00,age80plus,3590,79495,1269,9608,,0,,89103,,9608
2/6/21 15:00,age10to19,49,2967,35,907,,0,,3874,,907
2/6/21 15:00,age20to29,751,51853,748,21406,,0,,73259,,21406
2/6/21 15:00,age30to39,1274,79728,1055,33882,,0,,113610,,33882
2/6/21 15:00,age40to49,1304,80908,1153,32897,,0,,113805,,32897
2/6/21 15:00,age50to59,1347,89229,1210,36366,,0,,125595,,36366
2/6/21 15:00,age60to69,2308,90126,881,27289,,0,,117415,,27289
2/6/21 15:00,age70to79,3098,106379,575,11276,,0,,117655,,11276
2/6/21 15:00,age80plus,1880,81375,600,10208,,0,,91583,,10208
2/6/21 15:00,Unknown,,8000,8000,8000,,0,,16000,,8000
2/7/21 15:00,age10to19,27,2994,13,920,,0,,3914,,920
2/7/21 15:00,age20to29,344,52197,220,21626,,0,,73823,,21626
2/7/21 15:00,age30to39,492,80220,229,34111,,0,,114331,,34111
2/7/21 15:00,age40to49,586,81494,213,33110,,0,,114604,,33110
2/7/21 15:00,age50to59,686,89915,269,36635,,0,,126550,,36635
2/7/21 15:00,age60to69,991,91117,270,27559,,0,,118676,,27559
2/7/21 15:00,age70to79,1468,107847,237,11513,,0,,119360,,11513
2/7/21 15:00,age80plus,1322,82697,248,10456,,0,,93153,,10456
2/8/21 15:00,age10to19,42,3036,83,1003,,0,,4039,,1003
2/8/21 15:00,age20to29,746,52943,1531,23157,,0,,76100,,23157
2/8/21 15:00,age30to39,1175,81395,2115,36226,,0,,117621,,36226
2/8/21 15:00,age40to49,1200,82694,2166,35276,,0,,117970,,35276
2/8/21 15:00,age50to59,1410,91325,2330,38965,,0,,130290,,38965
2/8/21 15:00,age60to69,2536,93653,2037,29596,,0,,123249,,29596
2/8/21 15:00,age70to79,3568,111415,1513,13026,,0,,124441,,13026
2/8/21 15:00,age80plus,2512,85209,1124,11580,,0,,96789,,11580
2/9/21 15:00,age10to19,67,3103,75,1078,,0,,4181,,1078
2/9/21 15:00,age20to29,955,53898,1435,24592,,0,,78490,,24592
2/9/21 15:00,age30to39,1441,82836,2091,38317,,0,,121153,,38317
2/9/21 15:00,age40to49,1520,84214,2130,37406,,0,,121620,,37406
2/9/21 15:00,age50to59,1690,93015,2353,41318,,0,,134333,,41318
2/9/21 15:00,age60to69,3464,97117,2012,31608,,0,,128725,,31608
2/9/21 15:00,age70to79,4491,115906,1906,14932,,0,,130838,,14932
2/9/21 15:00,age80plus,2924,88133,1834,13414,,0,,101547,,13414
2/10/21 15:00,age10to19,91,3194,114,1192,,0,,4386,,1192
2/10/21 15:00,age20to29,935,54833,2179,26771,,0,,81604,,26771
2/10/21 15:00,age30to39,1519,84355,3350,41667,,0,,126022,,41667
2/10/21 15:00,age40to49,1644,85858,3429,40835,,0,,126693,,40835
2/10/21 15:00,age50to59,1953,94968,3702,45020,,0,,139988,,45020
2/10/21 15:00,age60to69,3879,100996,2829,34437,,0,,135433,,34437
2/10/21 15:00,age70to79,5665,121571,3075,18007,,0,,139578,,18007
2/10/21 15:00,age80plus,3454,91587,2518,15932,,0,,107519,,15932
2/11/21 15:00,age10to19,117,3311,123,1315,,0,,4626,,1315
2/11/21 15:00,age20to29,1266,56099,1941,28712,,0,,84811,,28712
2/11/21 15:00,age30to39,2075,86430,2751,44418,,0,,130848,,44418
2/11/21 15:00,age40to49,2256,88114,2788,43623,,0,,131737,,43623
2/11/21 15:00,age50to59,2560,97528,2835,47855,,0,,145383,,47855
2/11/21 15:00,age60to69,5161,106157,2213,36650,,0,,142807,,36650
2/11/21 15:00,age70to79,6180,127751,2777,20784,,0,,148535,,20784
2/11/21 15:00,age80plus,3152,94739,1886,17818,,0,,112557,,17818
2/12/21 15:00,age10to19,81,3392,118,1433,,0,,4825,,1433
2/12/21 15:00,age20to29,1314,57413,2256,30968,,0,,88381,,30968
2/12/21 15:00,age30to39,2136,88566,3058,47476,,0,,136042,,47476
2/12/21 15:00,age40to49,2271,90385,3082,46705,,0,,137090,,46705
2/12/21 15:00,age50to59,2611,100139,3360,51215,,0,,151354,,51215
2/12/21 15:00,age60to69,4715,110872,2628,39278,,0,,150150,,39278
2/12/21 15:00,age70to79,4812,132563,3096,23880,,0,,156443,,23880
2/12/21 15:00,age80plus,2318,97057,2048,19866,,0,,116923,,19866
2/13/21 15:00,age10to19,46,3438,32,1465,,0,,4903,,1465
2/13/21 15:00,age20to29,568,57981,684,31652,,0,,89633,,31652
2/13/21 15:00,age30to39,1085,89651,803,48279,,0,,137930,,48279
2/13/21 15:00,age40to49,1102,91487,722,47427,,0,,138914,,47427
2/13/21 15:00,age50to59,1228,101367,711,51926,,0,,153293,,51926
2/13/21 15:00,age60to69,2478,113350,625,39903,,0,,153253,,39903
2/13/21 15:00,age70to79,3027,135590,1514,25394,,0,,160984,,25394
2/13/21 15:00,age80plus,1780,98837,1125,20991,,0,,119828,,20991
2/14/21 15:00,age10to19,44,3482,15,1480,,0,,4962,,1480
2/14/21 15:00,age20to29,418,58399,173,31825,,0,,90224,,31825
2/14/21 15:00,age30to39,792,90443,258,48537,,0,,138980,,48537
2/14/21 15:00,age40to49,863,92350,220,47647,,0,,139997,,47647
2/14/21 15:00,age50to59,920,102287,290,52216,,0,,154503,,52216
2/14/21 15:00,age60to69,1841,115191,248,40151,,0,,155342,,40151
2/14/21 15:00,age70to79,1566,137156,382,25776,,0,,162932,,25776
2/14/21 15:00,age80plus,588,99425,418,21409,,0,,120834,,21409
2/15/21 15:00,age10to19,53,3535,100,1580,,0,,5115,,1580
2/15/21 15:00,age20to29,641,59040,1104,32929,,0,,91969,,32929
2/15/21 15:00,age30to39,1069,91512,1498,50035,,0,,141547,,50035
2/15/21 15:00,age40to49,1035,93385,1542,49189,,0,,142574,,49189
2/15/21 15:00,age50to59,1160,103447,1508,53724,,0,,157171,,53724
2/15/21 15:00,age60to69,3047,118238,1501,41652,,0,,159890,,41652
2/15/21 15:00,age70to79,3171,140327,3039,28815,,0,,169142,,28815
2/15/21 15:00,age80plus,1435,100860,2756,24165,,0,,125025,,24165
2/16/21 15:00,age10to19,81,3616,81,1661,,0,,5277,,1661
2/16/21 15:00,age20to29,915,59955,1509,34438,,0,,94393,,34438
2/16/21 15:00,age30to39,1608,93120,2142,52177,,0,,145297,,52177
2/16/21 15:00,age40to49,1686,95071,2292,51481,,0,,146552,,51481
2/16/21 15:00,age50to59,2134,105581,2554,56278,,0,,161859,,56278
2/16/21 15:00,age60to69,3511,121749,3010,44662,,0,,166411,,44662
2/16/21 15:00,age70to79,4405,144732,5444,34259,,0,,178991,,34259
2/16/21 15:00,age80plus,2137,102997,4473,28638,,0,,131635,,28638
2/17/21 15:00,age10to19,64,3680,99,1760,,0,,5440,,1760
2/17/21 15:00,age20to29,1391,61346,1867,36305,,0,,97651,,36305
2/17/21 15:00,age30to39,2234,95354,2878,55055,,0,,150409,,55055
2/17/21 15:00,age40to49,2553,97624,3000,54481,,0,,152105,,54481
2/17/21 15:00,age50to59,2884,108465,3402,59680,,0,,168145,,59680
2/17/21 15:00,age60to69,3730,125479,3672,48334,,0,,173813,,48334
2/17/21 15:00,age70to79,4807,149539,6581,40840,,0,,190379,,40840
2/17/21 15:00,age80plus,2859,105856,5397,34035,,0,,139891,,34035
2/18/21 15:00,age10to19,24,3704,13,1773,,0,,5477,,1773
2/18/21 15:00,age20to29,208,61554,323,36628,,0,,98182,,36628
2/18/21 15:00,age30to39,365,95719,537,55592,,0,,151311,,55592
2/18/21 15:00,age40to49,382,98006,595,55076,,0,,153082,,55076
2/18/21 15:00,age50to59,441,108906,698,60378,,0,,169284,,60378
2/18/21 15:00,age60to69,743,126222,657,48991,,0,,175213,,48991
2/18/21 15:00,age70to79,698,150237,854,41694,,0,,191931,,41694
2/18/21 15:00,age80plus,258,106114,963,34998,,0,,141112,,34998
2/19/21 15:00,age10to19,51,3755,98,1871,,0,,5626,,1871
2/19/21 15:00,age20to29,585,62139,1482,38110,,0,,100249,,38110
2/19/21 15:00,age30to39,1036,96755,2320,57912,,0,,154667,,57912
2/19/21 15:00,age40to49,1067,99073,2504,57580,,0,,156653,,57580
2/19/21 15:00,age50to59,1230,110136,2843,63221,,0,,173357,,63221
2/19/21 15:00,age60to69,2100,128322,3093,52084,,0,,180406,,52084
2/19/21 15:00,age70to79,2709,152946,4363,46057,,0,,199003,,46057
2/19/21 15:00,age80plus,1417,107531,3553,38551,,0,,146082,,38551
2/20/21 15:00,age10to19,61,3816,120,1991,,0,,5807,,1991
2/20/21 15:00,age20to29,592,62731,1333,39443,,0,,102174,,39443
2/20/21 15:00,age30to39,1010,97765,2244,60156,,0,,157921,,60156
2/20/21 15:00,age40to49,1148,100221,2400,59980,,0,,160201,,59980
2/20/21 15:00,age50to59,1306,111442,2495,65716,,0,,177158,,65716
2/20/21 15:00,age60to69,1807,130129,2985,55069,,0,,185198,,55069
2/20/21 15:00,age70to79,2653,155599,5069,51126,,0,,206725,,51126
2/20/21 15:00,age80plus,1684,109215,4023,42574,,0,,151789,,42574
2/21/21 15:00,age10to19,44,3860,33,2024,,0,,5884,,2024
2/21/21 15:00,age20to29,293,63024,318,39761,,0,,102785,,39761
2/21/21 15:00,age30to39,477,98242,574,60730,,0,,158972,,60730
2/21/21 15:00,age40to49,557,100778,692,60672,,0,,161450,,60672
2/21/21 15:00,age50to59,648,112090,759,66475,,0,,178565,,66475
2/21/21 15:00,age60to69,1160,131289,817,55886,,0,,187175,,55886
2/21/21 15:00,age70to79,1869,157468,2192,53318,,0,,210786,,53318
2/21/21 15:00,age80plus,1036,110251,2435,45009,,0,,155260,,45009
2/22/21 15:00,age10to19,35,3895,89,2113,,0,,6008,,2113
2/22/21 15:00,age20to29,514,63538,1045,40806,,0,,104344,,40806
2/22/21 15:00,age30to39,746,98988,1641,62371,,0,,161359,,62371
2/22/21 15:00,age40to49,749,101527,1771,62443,,0,,163970,,62443
2/22/21 15:00,age50to59,944,113034,1965,68440,,0,,181474,,68440
2/22/21 15:00,age60to69,1876,133165,2353,58239,,0,,191404,,58239
2/22/21 15:00,age70to79,2366,159834,3910,57228,,0,,217062,,57228
2/22/21 15:00,age80plus,783,111034,2925,47934,,0,,158968,,47934
2/23/21 15:00,age10to19,95,3990,123,2236,,0,,6226,,2236
2/23/21 15:00,age20to29,1014,64552,930,41736,,0,,106288,,41736
2/23/21 15:00,age30to39,1468,100456,1350,63721,,0,,164177,,63721
2/23/21 15:00,age40to49,1560,103087,1376,63819,,0,,166906,,63819
2/23/21 15:00,age50to59,1836,114870,1533,69973,,0,,184843,,69973
2/23/21 15:00,age60to69,3163,136328,2725,60964,,0,,197292,,60964
2/23/21 15:00,age70to79,4256,164090,5038,62266,,0,,226356,,62266
2/23/21 15:00,age80plus,2112,113146,3223,51157,,0,,164303,,51157
2/24/21 15:00,age10to19,116,4106,90,2326,,0,,6432,,2326
2/24/21 15:00,age20to29,1045,65597,1386,43122,,0,,108719,,43122
2/24/21 15:00,age30to39,1840,102296,2166,65887,,0,,168183,,65887
2/24/21 15:00,age40to49,1893,104980,2352,66171,,0,,171151,,66171
2/24/21 15:00,age50to59,2407,117277,2488,72461,,0,,189738,,72461
2/24/21 15:00,age60to69,4174,140502,4119,65083,,0,,205585,,65083
2/24/21 15:00,age70to79,4475,168565,7628,69894,,0,,238459,,69894
2/24/21 15:00,age80plus,1935,115081,4764,55921,,0,,171002,,55921
2/25/21 15:00,age10to19,123,4229,102,2428,,0,,6657,,2428
2/25/21 15:00,age20to29,1087,66684,1376,44498,,0,,111182,,44498
2/25/21 15:00,age30to39,1876,104172,2385,68272,,0,,172444,,68272
2/25/21 15:00,age40to49,1873,106853,2528,68699,,0,,175552,,68699
2/25/21 15:00,age50to59,2311,119588,2824,75285,,0,,194873,,75285
2/25/21 15:00,age60to69,4911,145413,4935,70018,,0,,215431,,70018
2/25/21 15:00,age70to79,5512,174077,7758,77652,,0,,251729,,77652
2/25/21 15:00,age80plus,2626,117707,4801,60722,,0,,178429,,60722
2/26/21 15:00,age10to19,135,4364,92,2520,,0,,6884,,2520
2/26/21 15:00,age20to29,1633,68317,1625,46123,,0,,114440,,46123
2/26/21 15:00,age30to39,2399,106571,2601,70873,,0,,177444,,70873
2/26/21 15:00,age40to49,2456,109309,2849,71548,,0,,180857,,71548
2/26/21 15:00,age50to59,2868,122456,3172,78457,,0,,200913,,78457
2/26/21 15:00,age60to69,6881,152294,4367,74385,,0,,226679,,74385
2/26/21 15:00,age70to79,7243,181320,6653,84305,,0,,265625,,84305
2/26/21 15:00,age80plus,3094,120801,4841,65563,,0,,186364,,65563
2/27/21 15:00,age10to19,146,4510,53,2573,,0,,7083,,2573
2/27/21 15:00,age20to29,1111,69428,811,46934,,0,,116362,,46934
2/27/21 15:00,age30to39,1656,108227,1128,72001,,0,,180228,,72001
2/27/21 15:00,age40to49,1714,111023,1118,72666,,0,,183689,,72666
2/27/21 15:00,age50to59,2062,124518,1255,79712,,0,,204230,,79712
2/27/21 15:00,age60to69,3963,156257,1924,76309,,0,,232566,,76309
2/27/21 15:00,age70to79,3959,185279,3102,87407,,0,,272686,,87407
2/27/21 15:00,age80plus,1386,122187,2194,67757,,0,,189944,,67757
2/28/21 15:00,age10to19,107,4617,17,2590,,0,,7207,,2590
2/28/21 15:00,age20to29,948,70376,270,47204,,0,,117580,,47204
2/28/21 15:00,age30to39,1524,109751,421,72422,,0,,182173,,72422
2/28/21 15:00,age40to49,1703,112726,460,73126,,0,,185852,,73126
2/28/21 15:00,age50to59,2113,126631,529,80241,,0,,206872,,80241
2/28/21 15:00,age60to69,4194,160451,807,77116,,0,,237567,,77116
2/28/21 15:00,age70to79,3760,189039,1230,88637,,0,,277676,,88637
2/28/21 15:00,age80plus,1063,123250,977,68734,,0,,191984,,68734
3/1/21 15:00,age10to19,183,4800,50,2640,,0,,7440,,2640
3/1/21 15:00,age20to29,1481,71857,564,47768,,0,,119625,,47768
3/1/21 15:00,age30to39,2501,112252,918,73340,,0,,185592,,73340
3/1/21 15:00,age40to49,2748,115474,932,74058,,0,,189532,,74058
3/1/21 15:00,age50to59,3402,130033,1104,81345,,0,,211378,,81345
3/1/21 15:00,age60to69,6701,167152,1934,79050,,0,,246202,,79050
3/1/21 15:00,age70to79,5762,194801,3550,92187,,0,,286988,,92187
3/1/21 15:00,age80plus,2058,125308,3002,71736,,0,,197044,,71736
3/2/21 15:00,age10to19,138,4938,46,2686,,0,,7624,,2686
3/2/21 15:00,age20to29,1421,73278,555,48323,,0,,121601,,48323
3/2/21 15:00,age30to39,2204,114456,1026,74366,1,1,3231,188823,1027,74367
3/2/21 15:00,age40to49,2447,117921,1168,75226,1,1,3616,193148,1169,75227
3/2/21 15:00,age50to59,3074,133107,1298,82643,5,5,4377,215755,1303,82648
3/2/21 15:00,age60to69,6022,173174,2771,81821,12,12,8805,255007,2783,81833
3/2/21 15:00,age70to79,5962,200763,3671,95858,4,4,9637,296625,3675,95862
3/2/21 15:00,age80plus,2476,127784,2605,74341,1,1,5082,202126,2606,74342
3/3/21 15:00,age10to19,181,5119,67,2753,2,2,250,7874,69,2755
3/3/21 15:00,age20to29,1956,75234,1047,49370,9,9,3012,124613,1056,49379
3/3/21 15:00,age30to39,3133,117589,1637,76003,19,20,4789,193612,1656,76023
3/3/21 15:00,age40to49,3401,121322,1877,77103,18,19,5296,198444,1895,77122
3/3/21 15:00,age50to59,4070,137177,2073,84716,44,49,6187,221942,2117,84765
3/3/21 15:00,age60to69,7672,180846,3503,85324,31,43,11206,266213,3534,85367
3/3/21 15:00,age70to79,6979,207742,4735,100593,22,26,11736,308361,4757,100619
3/3/21 15:00,age80plus,2502,130286,3177,77518,10,11,5689,207815,3187,77529
3/4/21 15:00,age10to19,194,5313,70,2823,21,23,285,8159,91,2846
3/4/21 15:00,age20to29,2009,77243,866,50236,286,295,3161,127774,1152,50531
3/4/21 15:00,age30to39,3159,120748,1491,77494,461,481,5111,198723,1952,77975
3/4/21 15:00,age40to49,3150,124472,1590,78693,549,568,5289,203733,2139,79261
3/4/21 15:00,age50to59,3996,141173,1916,86632,660,709,6572,228514,2576,87341
3/4/21 15:00,age60to69,8307,189153,3657,88981,1061,1104,13025,279238,4718,90085
3/4/21 15:00,age70to79,7701,215443,5202,105795,726,752,13629,321990,5928,106547
3/4/21 15:00,age80plus,2360,132646,3131,80649,299,310,5790,213605,3430,80959
3/5/21 15:00,age10to19,185,5498,83,2906,27,50,295,8454,110,2956
3/5/21 15:00,age20to29,1787,79030,1148,51384,294,589,3229,131003,1442,51973
3/5/21 15:00,age30to39,2547,123295,1828,79322,436,917,4811,203534,2264,80239
3/5/21 15:00,age40to49,2802,127274,1899,80592,425,993,5126,208859,2324,81585
3/5/21 15:00,age50to59,3804,144977,2298,88930,606,1315,6708,235222,2904,90245
3/5/21 15:00,age60to69,7968,197121,4046,93027,1478,2582,13492,292730,5524,95609
3/5/21 15:00,age70to79,7171,222614,4768,110563,1331,2083,13270,335260,6099,112646
3/5/21 15:00,age80plus,2650,135296,2866,83515,296,606,5812,219417,3162,84121
3/6/21 15:00,age10to19,202,5700,53,2959,40,90,295,8749,93,3049
3/6/21 15:00,age20to29,1370,80400,564,51948,546,1135,2480,133483,1110,53083
3/6/21 15:00,age30to39,1832,125127,949,80271,779,1696,3560,207094,1728,81967
3/6/21 15:00,age40to49,2019,129293,954,81546,803,1796,3776,212635,1757,83342
3/6/21 15:00,age50to59,2656,147633,1079,90009,1044,2359,4779,240001,2123,92368
3/6/21 15:00,age60to69,4600,201721,2020,95047,1612,4194,8232,300962,3632,99241
3/6/21 15:00,age70to79,3996,226610,2074,112637,975,3058,7045,342305,3049,115695
3/6/21 15:00,age80plus,969,136265,1078,84593,167,773,2214,221631,1245,85366
3/7/21 15:00,age10to19,122,5822,41,3000,53,143,216,8965,94,3143
3/7/21 15:00,age20to29,833,81233,319,52267,643,1778,1795,135278,962,54045
3/7/21 15:00,age30to39,1288,126415,546,80817,883,2579,2717,209811,1429,83396
3/7/21 15:00,age40to49,1350,130643,527,82073,1038,2834,2915,215550,1565,84907
3/7/21 15:00,age50to59,1675,149308,547,90556,1156,3515,3378,243379,1703,94071
3/7/21 15:00,age60to69,3324,205045,1130,96177,1716,5910,6170,307132,2846,102087
3/7/21 15:00,age70to79,2760,229370,1150,113787,918,3976,4828,347133,2068,117763
3/7/21 15:00,age80plus,639,136904,475,85068,157,930,1271,222902,632,85998
3/8/21 15:00,age10to19,237,6059,39,3039,46,189,322,9287,85,3228
3/8/21 15:00,age20to29,1554,82787,565,52832,644,2422,2763,138041,1209,55254
3/8/21 15:00,age30to39,2413,128828,960,81777,955,3534,4328,214139,1915,85311
3/8/21 15:00,age40to49,2717,133360,855,82928,1028,3862,4600,220150,1883,86790
3/8/21 15:00,age50to59,3497,152805,1003,91559,1314,4829,5814,249193,2317,96388
3/8/21 15:00,age60to69,7784,212829,1830,98007,2482,8392,12096,319228,4312,106399
3/8/21 15:00,age70to79,6148,235518,2202,115989,1402,5378,9752,356885,3604,121367
3/8/21 15:00,age80plus,1653,138557,1111,86179,396,1326,3160,226062,1507,87505
3/9/21 15:00,age10to19,231,6290,96,3135,68,257,395,9682,164,3392
3/9/21 15:00,age20to29,1922,84709,863,53695,637,3059,3422,141463,1500,56754
3/9/21 15:00,age30to39,2616,131444,1340,83117,978,4512,4934,219073,2318,87629
3/9/21 15:00,age40to49,2670,136030,1445,84373,1029,4891,5144,225294,2474,89264
3/9/21 15:00,age50to59,3756,156561,1760,93319,1238,6067,6754,255947,2998,99386
3/9/21 15:00,age60to69,7562,220391,3404,101411,2298,10690,13264,332492,5702,112101
3/9/21 15:00,age70to79,5689,241207,4195,120184,1631,7009,11515,368400,5826,127193
3/9/21 15:00,age80plus,1785,140342,2057,88236,435,1761,4277,230339,2492,89997
3/10/21 15:00,age10to19,255,6545,71,3206,83,340,409,10091,154,3546
3/10/21 15:00,age20to29,2109,86818,971,54666,803,3862,3883,145346,1774,58528
3/10/21 15:00,age30to39,2984,134428,1664,84781,1044,5556,5692,224765,2708,90337
3/10/21 15:00,age40to49,3262,139292,1807,86180,1145,6036,6214,231508,2952,92216
3/10/21 15:00,age50to59,4458,161019,1982,95301,1452,7519,7892,263839,3434,102820
3/10/21 15:00,age60to69,8138,228529,3076,104487,2047,12737,13261,345753,5123,117224
3/10/21 15:00,age70to79,6393,247600,4121,124305,1100,8109,11614,380014,5221,132414
3/10/21 15:00,age80plus,2325,142667,1995,90231,252,2013,4572,234911,2247,92244
3/11/21 15:00,age10to19,431,6976,60,3266,35,375,526,10617,95,3641
3/11/21 15:00,age20to29,3064,89882,786,55452,263,4125,4113,149459,1049,59577
3/11/21 15:00,age30to39,4084,138512,1421,86202,386,5942,5891,230656,1807,92144
3/11/21 15:00,age40to49,4295,143587,1551,87731,453,6489,6299,237807,2004,94220
3/11/21 15:00,age50to59,5860,166879,1816,97117,612,8131,8288,272127,2428,105248
3/11/21 15:00,age60to69,9716,238245,3618,108105,1208,13945,14542,360295,4826,122050
3/11/21 15:00,age70to79,6596,254196,4566,128871,803,8912,11965,391979,5369,137783
3/11/21 15:00,age80plus,1985,144652,2376,92607,264,2277,4625,239536,2640,94884
3/12/21 15:00,age10to19,418,7394,79,3345,21,396,518,11135,100,3741
3/12/21 15:00,age20to29,3132,93014,1141,56593,196,4321,4469,153928,1337,60914
3/12/21 15:00,age30to39,4136,142648,1951,88153,318,6260,6405,237061,2269,94413
3/12/21 15:00,age40to49,4264,147851,2010,89741,316,6805,6590,244397,2326,96546
3/12/21 15:00,age50to59,6072,172951,2128,99245,518,8649,8718,280845,2646,107894
3/12/21 15:00,age60to69,9542,247787,4206,112311,813,14758,14561,374856,5019,127069
3/12/21 15:00,age70to79,7292,261488,4443,133314,524,9436,12259,404238,4967,142750
3/12/21 15:00,age80plus,2117,146769,1853,94460,200,2477,4170,243706,2053,96937
3/13/21 15:00,age10to19,433,7827,46,3391,15,411,494,11629,61,3802
3/13/21 15:00,age20to29,2263,95277,515,57108,100,4421,2878,156806,615,61529
3/13/21 15:00,age30to39,2888,145536,1013,89166,154,6414,4055,241116,1167,95580
3/13/21 15:00,age40to49,3148,150999,1136,90877,187,6992,4471,248868,1323,97869
3/13/21 15:00,age50to59,4112,177063,1259,100504,361,9010,5732,286577,1620,109514
3/13/21 15:00,age60to69,5736,253523,2463,114774,481,15239,8680,383536,2944,130013
3/13/21 15:00,age70to79,3129,264617,2509,135823,221,9657,5859,410097,2730,145480
3/13/21 15:00,age80plus,723,147492,1155,95615,58,2535,1936,245642,1213,98150
3/14/21 15:00,age10to19,375,8202,49,3440,22,433,446,12075,71,3873
3/14/21 15:00,age20to29,1865,97142,377,57485,103,4524,2345,159151,480,62009
3/14/21 15:00,age30to39,2473,148009,653,89819,119,6533,3245,244361,772,96352
3/14/21 15:00,age40to49,2908,153907,731,91608,130,7122,3769,252637,861,98730
3/14/21 15:00,age50to59,3454,180517,772,101276,216,9226,4442,291019,988,110502
3/14/21 15:00,age60to69,4313,257836,1809,116583,252,15491,6374,389910,2061,132074
3/14/21 15:00,age70to79,1964,266581,1643,137466,108,9765,3715,413812,1751,147231
3/14/21 15:00,age80plus,412,147904,524,96139,28,2563,964,246606,552,98702
3/15/21 15:00,age10to19,511,8713,56,3496,5,438,572,12647,61,3934
3/15/21 15:00,age20to29,3086,100228,562,58047,42,4566,3690,162841,604,62613
3/15/21 15:00,age30to39,4092,152101,944,90763,68,6601,5104,249465,1012,97364
3/15/21 15:00,age40to49,4505,158412,1086,92694,79,7201,5670,258307,1165,99895
3/15/21 15:00,age50to59,5614,186131,1220,102496,109,9335,6943,297962,1329,111831
3/15/21 15:00,age60to69,6974,264810,2955,119538,144,15635,10073,399983,3099,135173
3/15/21 15:00,age70to79,3831,270412,3119,140585,83,9848,7033,420845,3202,150433
3/15/21 15:00,age80plus,1113,149017,1161,97300,48,2611,2322,248928,1209,99911
3/16/21 15:00,age10to19,561,9274,56,3552,2,440,619,13266,58,3992
3/16/21 15:00,age20to29,3240,103468,703,58750,32,4598,3975,166816,735,63348
3/16/21 15:00,age30to39,4308,156409,1210,91973,64,6665,5582,255047,1274,98638
3/16/21 15:00,age40to49,4622,163034,1258,93952,75,7276,5955,264262,1333,101228
3/16/21 15:00,age50to59,6168,192299,1611,104107,124,9459,7903,305865,1735,113566
3/16/21 15:00,age60to69,8302,273112,2984,122522,269,15904,11555,411538,3253,138426
3/16/21 15:00,age70to79,4698,275110,3817,144402,141,9989,8656,429501,3958,154391
3/16/21 15:00,age80plus,1515,150532,1669,98969,57,2668,3241,252169,1726,101637
3/17/21 15:00,age10to19,699,9973,100,3652,16,456,815,14081,116,4108
3/17/21 15:00,age20to29,3411,106879,976,59726,127,4725,4514,171330,1103,64451
3/17/21 15:00,age30to39,4577,160986,1481,93454,158,6823,6216,261263,1639,100277
3/17/21 15:00,age40to49,5026,168060,1640,95592,181,7457,6847,271109,1821,103049
3/17/21 15:00,age50to59,6786,199085,1970,106077,234,9693,8990,314855,2204,115770
3/17/21 15:00,age60to69,9512,282624,3291,125813,282,16186,13085,424623,3573,141999
3/17/21 15:00,age70to79,5768,280878,4576,148978,114,10103,10458,439959,4690,159081
3/17/21 15:00,age80plus,1730,152262,2686,101655,53,2721,4469,256638,2739,104376
